
===== Simulation  =====
Queue 1: [618,19,1/5]; (771,21,3); (758,22,6); (377,23,8); (678,26,6); (736,29,4); (364,30,6); (119,32,4); (268,32,9); (499,34,8); (724,37,4); (622,39,6); (682,40,9); (845,43,4); (900,44,8); 
Queue 2: [383,19,4/6]; (807,21,3); (46,23,4); (178,24,7); (663,27,8); (223,29,3); (300,29,8); (405,31,4); (654,32,9); (741,34,4); (658,36,5); (261,38,8); (404,41,6); (600,42,3); (879,43,5); (186,45,4); 
Queue 3: [378,19,4/9]; (171,22,7); (608,24,9); (683,26,8); (57,30,4); (602,31,9); (14,33,8); (789,34,9); (184,39,7); (699,39,3); (566,41,9); (913,44,4); 
Queue 4: [979,19,2/5]; (343,22,9); (29,26,4); (60,26,7); (313,27,7); (94,30,8); (762,32,5); (503,34,7); (146,36,8); (387,37,4); (529,39,5); (257,41,6); (603,42,6); (459,44,4); (645,45,6); 
Queue 5: [890,21,3/4]; (410,23,6); (108,25,5); (423,25,9); (865,27,8); (564,30,6); (262,33,8); (48,35,8); (917,35,5); (811,37,4); (747,39,8); (284,43,4); (454,43,7); (914,44,3); (684,45,5); 
Queue 6: [763,19,5/6]; (35,22,3); (412,22,4); (908,23,8); (668,27,5); (86,28,4); (837,29,7); (700,31,3); (854,32,5); (581,34,9); (177,37,3); (357,37,9); (795,40,3); (428,42,8); (607,43,8); (688,45,9); 
Queue 7: [764,19,7/8]; (479,23,9); (41,27,9); (911,27,8); (604,30,7); (38,34,3); (638,34,8); (277,36,9); (753,38,8); (640,42,3); (426,43,9); (674,44,3); (435,45,8); 
Queue 8: [731,20,1/4]; (534,22,4); (981,23,3); (15,24,4); (155,24,7); (793,26,5); (476,29,4); (276,30,6); (961,31,8); (59,33,7); (847,34,4); (712,36,8); (827,40,8); (442,41,7); (994,43,7); 
Queue 9: (810,20,9); (480,23,5); (656,24,3); (926,26,4); (447,28,4); (5,30,9); (366,30,7); (495,33,9); (773,36,4); (229,37,3); (390,37,4); (538,39,3); (975,40,4); (748,42,4); (160,44,5); (20,45,3); (124,45,6); 
Queue 10: [432,19,1/4]; (938,20,8); (107,23,4); (230,24,5); (158,27,4); (193,27,5); (576,28,4); (116,30,3); (851,30,8); (556,32,8); (794,35,6); (777,36,6); (546,39,6); (342,41,3); (467,42,7); (710,44,6); 
Queue 11: [200,20,3/5]; (605,21,5); (508,23,8); (240,26,9); (597,28,6); (450,30,5); (966,31,3); (157,34,4); (489,35,6); (227,36,8); (574,37,8); (446,41,5); (44,42,9); (853,44,3); (580,45,6); 
Queue 12: (154,21,7); (551,22,5); (324,24,4); (325,26,8); (63,28,3); (1000,28,3); (960,29,8); (414,32,9); (676,34,5); (832,36,7); (341,38,8); (943,41,3); (922,42,4); (218,44,3); (85,45,8); (814,45,4); 
Queue 13: [202,20,5/6]; (267,22,5); (156,24,9); (651,26,4); (984,27,3); (951,29,4); (486,30,5); (626,32,6); (677,34,3); (32,35,3); (58,35,3); (254,35,9); (819,38,8); (912,42,9); (629,43,5); (987,44,9); 
Queue 14: [456,18,1/7]; (90,22,7); (74,24,6); (472,24,5); (253,27,3); (312,28,8); (874,30,6); (162,31,6); (878,33,5); (501,35,7); (967,37,5); (418,38,5); (750,39,3); (134,42,4); (647,43,6); (353,45,5); 
Queue 15: [374,20,5/6]; (159,23,6); (707,24,4); (567,25,7); (358,27,6); (316,29,8); (695,31,4); (867,32,7); (823,35,3); (840,36,8); (71,39,4); (250,39,8); (523,42,4); (579,43,7); (149,45,5); 
Queue 16: (221,21,4); (720,21,3); (746,22,8); (244,26,3); (163,27,6); (780,27,6); (199,30,5); (876,31,8); (898,33,7); (977,35,3); (660,37,9); (649,40,8); (569,42,5); (168,44,8); (384,45,6); 
Queue 17: [624,19,8/9]; (790,23,5); (797,24,3); (664,25,6); (373,27,9); (982,29,4); (980,30,5); (232,33,8); (992,35,3); (309,36,8); (714,38,3); (584,39,8); (288,43,9); (265,44,6); 
Queue 18: [289,21,5/5]; (96,22,5); (866,23,9); (297,26,7); (671,29,4); (350,30,9); (321,34,9); (109,36,4); (380,36,3); (460,36,5); (274,39,4); (402,41,8); (99,44,6); (147,44,5); (425,45,5); 
Queue 19: [910,19,5/8]; (129,22,8); (613,24,5); (457,27,9); (526,30,7); (11,31,8); (999,33,5); (599,35,3); (611,36,8); (785,40,8); (340,41,7); (927,42,9); 
Queue 20: (536,20,4); (322,22,4); (892,23,7); (299,27,8); (79,29,4); (334,29,7); (396,31,4); (652,32,9); (413,36,9); (34,39,6); (278,39,5); (550,41,8); (400,44,9); (591,45,6); 

Time 46
Waiting clients: (141,47,9); (323,47,7); (355,47,9); (466,47,7); (482,47,5); (587,47,9); (670,47,8); (722,47,5); (791,47,8); (904,47,5); (935,47,9); (972,47,9); (22,48,3); (75,48,6); (346,48,4); (433,48,4); (718,48,9); (856,48,3); (97,49,6); (167,49,9); (176,49,5); (233,49,3); (305,49,6); (320,49,5); (478,49,4); (537,49,5); (706,49,3); (734,49,3); (986,49,4); (53,50,8); (64,50,4); (76,50,4); (98,50,5); (170,50,3); (210,50,4); (498,50,3); (616,50,8); (704,50,4); (727,50,7); (730,50,6); (757,50,3); (806,50,3); (848,50,6); (855,50,9); (870,50,9); (937,50,8); (88,51,7); (153,51,8); (270,51,8); (293,51,5); (311,51,4); (356,51,3); (417,51,8); (430,51,9); (594,51,9); (641,51,7); (800,51,9); (893,51,6); (65,52,5); (131,52,7); (231,52,7); (264,52,8); (292,52,6); (407,52,6); (481,52,7); (596,52,8); (619,52,9); (708,52,9); (788,52,5); (849,52,3); (936,52,8); (31,53,9); (514,53,9); (542,53,8); (857,53,6); (971,53,7); (27,54,7); (91,54,4); (145,54,9); (203,54,7); (283,54,6); (408,54,7); (420,54,8); (494,54,5); (528,54,4); (544,54,5); (631,54,4); (634,54,9); (662,54,5); (809,54,3); (133,55,6); (224,55,5); (225,55,4); (360,55,3); (612,55,4); (701,55,5); (882,55,6); (902,55,6); (907,55,8); (932,55,9); (941,55,7); (997,55,6); (89,56,7); (114,56,6); (205,56,8); (273,56,5); (315,56,4); (543,56,3); (570,56,3); (897,56,9); (915,56,8); (1,57,5); (92,57,8); (95,57,6); (169,57,7); (371,57,6); (713,57,6); (742,57,8); (774,57,3); (799,57,9); (812,57,7); (916,57,5); (969,57,5); (974,57,8); (998,57,4); (9,58,9); (23,58,3); (111,58,8); (198,58,3); (249,58,6); (359,58,9); (406,58,7); (475,58,8); (519,58,6); (669,58,3); (679,58,6); (749,58,3); (905,58,4); (112,59,6); (143,59,3); (266,59,6); (349,59,5); (511,59,7); (548,59,4); (825,59,7); (896,59,7); (39,60,9); (54,60,8); (132,60,4); (137,60,4); (258,60,6); (527,60,7); (535,60,5); (617,60,8); (686,60,9); (740,60,4); (756,60,8); (863,60,4); (889,60,4); (988,60,9); (164,61,6); (175,61,9); (251,61,8); (379,61,5); (469,61,6); (833,61,6); (991,61,3); (18,62,4); (165,62,7); (195,62,5); (336,62,4); (427,62,7); (438,62,3); (470,62,5); (491,62,9); (505,62,7); (520,62,7); (563,62,7); (885,62,4); (923,62,6); (36,63,8); (237,63,4); (398,63,5); (590,63,3); (625,63,8); (636,63,5); (723,63,7); (869,63,4); (372,64,8); (452,64,9); (565,64,3); (573,64,8); (685,64,5); (781,64,6); (259,65,5); (415,65,3); (462,65,3); (558,65,6); (648,65,4); (792,65,4); (818,65,3); (906,65,8); (931,65,5); (953,65,9); (989,65,6); (25,66,3); (67,66,5); (120,66,6); (161,66,9); (215,66,5); (419,66,9); (583,66,3); (620,66,7); (778,66,8); (804,66,4); (822,66,6); (850,66,8); (886,66,9); (84,67,3); (142,67,8); (332,67,7); (401,67,4); (403,67,8); (509,67,5); (554,67,4); (702,67,9); (929,67,3); (83,68,7); (126,68,9); (279,68,8); (291,68,4); (352,68,9); (445,68,7); (488,68,3); (545,68,5); (621,68,9); (655,68,5); (659,68,9); (694,68,7); (705,68,4); (754,68,7); (179,69,6); (260,69,5); (285,69,6); (409,69,5); (549,69,5); (610,69,8); (628,69,8); (737,69,9); (815,69,9); (838,69,7); (894,69,5); (942,69,8); (952,69,3); (87,70,6); (330,70,4); (348,70,9); (733,70,8); (860,70,4); (6,71,7); (275,71,3); (344,71,8); (464,71,9); (559,71,9); (728,71,8); (796,71,3); (888,71,8); (899,71,4); (903,71,5); (990,71,7); (187,72,9); (243,72,5); (513,72,8); (582,72,9); (586,72,4); (623,72,3); (642,72,5); (672,72,9); (921,72,6); (106,73,7); (317,73,9); (521,73,7); (606,73,6); (673,73,6); (767,73,4); (817,73,4); (883,73,9); (995,73,4); (117,74,8); (148,74,7); (192,74,8); (226,74,8); (306,74,7); (547,74,7); (661,74,5); (743,74,4); (759,74,7); (125,75,5); (152,75,3); (194,75,8); (354,75,3); (437,75,5); (468,75,5); (504,75,7); (507,75,4); (540,75,9); (571,75,8); (666,75,5); (697,75,3); (715,75,4); (826,75,9); (873,75,3); (93,76,7); (100,76,4); (110,76,3); (151,76,4); (247,76,5); (271,76,4); (281,76,6); (339,76,3); (421,76,7); (516,76,8); (973,76,4); (56,77,6); (81,77,4); (150,77,7); (338,77,3); (525,77,4); (691,77,5); (949,77,4); (970,77,6); (33,78,9); (40,78,7); (256,78,9); (388,78,5); (552,78,5); (646,78,9); (852,78,5); (928,78,3); (940,78,9); (144,79,7); (201,79,5); (333,79,6); (477,79,9); (485,79,4); (492,79,7); (531,79,5); (703,79,5); (761,79,9); (846,79,7); (948,79,6); (24,80,7); (130,80,7); (138,80,9); (188,80,8); (197,80,9); (286,80,4); (308,80,6); (463,80,5); (465,80,6); (577,80,7); (592,80,7); (650,80,7); (690,80,9); (698,80,4); (721,80,5); (821,80,4); (993,80,7); (395,81,4); (487,81,7); (539,81,6); (725,81,6); (726,81,6); (766,81,4); (968,81,7); (2,82,6); (4,82,5); (43,82,4); (128,82,9); (347,82,3); (585,82,5); (693,82,7); (835,82,8); (839,82,9); (12,83,3); (21,83,8); (62,83,5); (121,83,3); (393,83,3); (735,83,9); (765,83,5); (887,83,4); (909,83,7); (959,83,9); (139,84,9); (345,84,6); (376,84,4); (510,84,9); (680,84,3); (779,84,6); (783,84,6); (881,84,8); (950,84,7); (45,85,6); (296,85,9); (382,85,4); (431,85,8); (497,85,4); (502,85,7); (522,85,5); (595,85,4); (615,85,3); (667,85,7); (770,85,7); (864,85,7); (872,85,4); (954,85,8); (10,86,4); (19,86,4); (80,86,7); (82,86,6); (185,86,7); (222,86,4); (228,86,5); (255,86,5); (272,86,8); (304,86,4); (455,86,9); (484,86,6); (496,86,6); (515,86,9); (557,86,4); (578,86,6); (588,86,4); (687,86,8); (919,86,7); (920,86,4); (191,87,4); (209,87,7); (239,87,3); (397,87,7); (416,87,7); (424,87,7); (474,87,7); (524,87,6); (768,87,5); (805,87,5); (930,87,9); (963,87,3); (3,88,7); (174,88,5); (211,88,4); (598,88,4); (637,88,3); (786,88,4); (828,88,5); (895,88,3); (934,88,6); (135,89,6); (294,89,5); (434,89,3); (439,89,8); (561,89,5); (562,89,6); (593,89,3); (769,89,3); (958,89,6); (66,90,9); (219,90,5); (220,90,8); (280,90,8); (370,90,5); (461,90,5); (744,90,4); (801,90,5); (802,90,3); (816,90,8); (841,90,4); (901,90,4); (918,90,9); (51,91,9); (127,91,3); (172,91,5); (241,91,7); (242,91,3); (429,91,7); (436,91,3); (555,91,3); (653,91,8); (925,91,9); (985,91,3); (996,91,7); (173,92,5); (183,92,9); (282,92,6); (483,92,3); (614,92,9); (630,92,8); (675,92,7); (947,92,9); (68,93,6); (212,93,9); (444,93,3); (657,93,9); (665,93,7); (732,93,3); (751,93,7); (776,93,6); (808,93,5); (978,93,8); (30,94,3); (52,94,5); (115,94,3); (238,94,7); (394,94,4); (490,94,7); (530,94,7); (572,94,3); (787,94,7); (858,94,4); (875,94,9); (924,94,6); (939,94,7); (8,95,9); (55,95,3); (180,95,5); (246,95,9); (369,95,5); (448,95,6); (719,95,8); (861,95,3); (944,95,9); (965,95,7); (16,96,4); (72,96,7); (113,96,5); (206,96,3); (252,96,8); (269,96,4); (307,96,7); (392,96,7); (752,96,9); (755,96,6); (772,96,3); (775,96,8); (859,96,6); (962,96,4); (61,97,6); (327,97,6); (381,97,4); (386,97,9); (422,97,5); (575,97,7); (609,97,5); (643,97,3); (711,97,9); (831,97,7); (956,97,7); (101,98,5); (216,98,4); (295,98,6); (314,98,9); (328,98,7); (363,98,9); (375,98,9); (533,98,4); (689,98,5); (868,98,5); (964,98,6); (69,99,8); (78,99,3); (122,99,5); (182,99,7); (190,99,4); (329,99,9); (399,99,4); (449,99,3); (512,99,4); (745,99,6); (50,100,4); (196,100,9); (208,100,8); (217,100,8); (318,100,4); (368,100,9); (473,100,5); (493,100,4); (541,100,7); (553,100,3); (729,100,4); (824,100,6); 
Queue 1: (771,21,3); (758,22,6); (377,23,8); (678,26,6); (736,29,4); (364,30,6); (119,32,4); (268,32,9); (499,34,8); (724,37,4); (622,39,6); (682,40,9); (845,43,4); (900,44,8); (189,46,3); (451,46,5); 
Queue 2: [383,19,3/6]; (807,21,3); (46,23,4); (178,24,7); (663,27,8); (223,29,3); (300,29,8); (405,31,4); (654,32,9); (741,34,4); (658,36,5); (261,38,8); (404,41,6); (600,42,3); (879,43,5); (186,45,4); (411,46,6); 
Queue 3: [378,19,3/9]; (171,22,7); (608,24,9); (683,26,8); (57,30,4); (602,31,9); (14,33,8); (789,34,9); (184,39,7); (699,39,3); (566,41,9); (913,44,4); (236,46,7); 
Queue 4: [979,19,1/5]; (343,22,9); (29,26,4); (60,26,7); (313,27,7); (94,30,8); (762,32,5); (503,34,7); (146,36,8); (387,37,4); (529,39,5); (257,41,6); (603,42,6); (459,44,4); (645,45,6); 
Queue 5: [890,21,2/4]; (410,23,6); (108,25,5); (423,25,9); (865,27,8); (564,30,6); (262,33,8); (48,35,8); (917,35,5); (811,37,4); (747,39,8); (284,43,4); (454,43,7); (914,44,3); (684,45,5); (644,46,9); 
Queue 6: [763,19,4/6]; (35,22,3); (412,22,4); (908,23,8); (668,27,5); (86,28,4); (837,29,7); (700,31,3); (854,32,5); (581,34,9); (177,37,3); (357,37,9); (795,40,3); (428,42,8); (607,43,8); (688,45,9); 
Queue 7: [764,19,6/8]; (479,23,9); (41,27,9); (911,27,8); (604,30,7); (38,34,3); (638,34,8); (277,36,9); (753,38,8); (640,42,3); (426,43,9); (674,44,3); (435,45,8); 
Queue 8: (534,22,4); (981,23,3); (15,24,4); (155,24,7); (793,26,5); (476,29,4); (276,30,6); (961,31,8); (59,33,7); (847,34,4); (712,36,8); (827,40,8); (442,41,7); (994,43,7); (70,46,7); (518,46,4); 
Queue 9: [810,20,9/9]; (480,23,5); (656,24,3); (926,26,4); (447,28,4); (5,30,9); (366,30,7); (495,33,9); (773,36,4); (229,37,3); (390,37,4); (538,39,3); (975,40,4); (748,42,4); (160,44,5); (20,45,3); (124,45,6); (290,46,4); (717,46,3); 
Queue 10: (938,20,8); (107,23,4); (230,24,5); (158,27,4); (193,27,5); (576,28,4); (116,30,3); (851,30,8); (556,32,8); (794,35,6); (777,36,6); (546,39,6); (342,41,3); (467,42,7); (710,44,6); (123,46,9); 
Queue 11: [200,20,2/5]; (605,21,5); (508,23,8); (240,26,9); (597,28,6); (450,30,5); (966,31,3); (157,34,4); (489,35,6); (227,36,8); (574,37,8); (446,41,5); (44,42,9); (853,44,3); (580,45,6); (884,46,5); 
Queue 12: [154,21,7/7]; (551,22,5); (324,24,4); (325,26,8); (63,28,3); (1000,28,3); (960,29,8); (414,32,9); (676,34,5); (832,36,7); (341,38,8); (943,41,3); (922,42,4); (218,44,3); (85,45,8); (814,45,4); (532,46,6); 
Queue 13: [202,20,4/6]; (267,22,5); (156,24,9); (651,26,4); (984,27,3); (951,29,4); (486,30,5); (626,32,6); (677,34,3); (32,35,3); (58,35,3); (254,35,9); (819,38,8); (912,42,9); (629,43,5); (987,44,9); 
Queue 14: (90,22,7); (74,24,6); (472,24,5); (253,27,3); (312,28,8); (874,30,6); (162,31,6); (878,33,5); (501,35,7); (967,37,5); (418,38,5); (750,39,3); (134,42,4); (647,43,6); (353,45,5); (49,46,5); (337,46,6); 
Queue 15: [374,20,4/6]; (159,23,6); (707,24,4); (567,25,7); (358,27,6); (316,29,8); (695,31,4); (867,32,7); (823,35,3); (840,36,8); (71,39,4); (250,39,8); (523,42,4); (579,43,7); (149,45,5); (441,46,4); 
Queue 16: [221,21,4/4]; (720,21,3); (746,22,8); (244,26,3); (163,27,6); (780,27,6); (199,30,5); (876,31,8); (898,33,7); (977,35,3); (660,37,9); (649,40,8); (569,42,5); (168,44,8); (384,45,6); (639,46,4); 
Queue 17: [624,19,7/9]; (790,23,5); (797,24,3); (664,25,6); (373,27,9); (982,29,4); (980,30,5); (232,33,8); (992,35,3); (309,36,8); (714,38,3); (584,39,8); (288,43,9); (265,44,6); (389,46,9); 
Queue 18: [289,21,4/5]; (96,22,5); (866,23,9); (297,26,7); (671,29,4); (350,30,9); (321,34,9); (109,36,4); (380,36,3); (460,36,5); (274,39,4); (402,41,8); (99,44,6); (147,44,5); (425,45,5); (506,46,7); 
Queue 19: [910,19,4/8]; (129,22,8); (613,24,5); (457,27,9); (526,30,7); (11,31,8); (999,33,5); (599,35,3); (611,36,8); (785,40,8); (340,41,7); (927,42,9); (234,46,8); 
Queue 20: [536,20,4/4]; (322,22,4); (892,23,7); (299,27,8); (79,29,4); (334,29,7); (396,31,4); (652,32,9); (413,36,9); (34,39,6); (278,39,5); (550,41,8); (400,44,9); (591,45,6); (945,46,5); 

Time 47
Waiting clients: (22,48,3); (75,48,6); (346,48,4); (433,48,4); (718,48,9); (856,48,3); (97,49,6); (167,49,9); (176,49,5); (233,49,3); (305,49,6); (320,49,5); (478,49,4); (537,49,5); (706,49,3); (734,49,3); (986,49,4); (53,50,8); (64,50,4); (76,50,4); (98,50,5); (170,50,3); (210,50,4); (498,50,3); (616,50,8); (704,50,4); (727,50,7); (730,50,6); (757,50,3); (806,50,3); (848,50,6); (855,50,9); (870,50,9); (937,50,8); (88,51,7); (153,51,8); (270,51,8); (293,51,5); (311,51,4); (356,51,3); (417,51,8); (430,51,9); (594,51,9); (641,51,7); (800,51,9); (893,51,6); (65,52,5); (131,52,7); (231,52,7); (264,52,8); (292,52,6); (407,52,6); (481,52,7); (596,52,8); (619,52,9); (708,52,9); (788,52,5); (849,52,3); (936,52,8); (31,53,9); (514,53,9); (542,53,8); (857,53,6); (971,53,7); (27,54,7); (91,54,4); (145,54,9); (203,54,7); (283,54,6); (408,54,7); (420,54,8); (494,54,5); (528,54,4); (544,54,5); (631,54,4); (634,54,9); (662,54,5); (809,54,3); (133,55,6); (224,55,5); (225,55,4); (360,55,3); (612,55,4); (701,55,5); (882,55,6); (902,55,6); (907,55,8); (932,55,9); (941,55,7); (997,55,6); (89,56,7); (114,56,6); (205,56,8); (273,56,5); (315,56,4); (543,56,3); (570,56,3); (897,56,9); (915,56,8); (1,57,5); (92,57,8); (95,57,6); (169,57,7); (371,57,6); (713,57,6); (742,57,8); (774,57,3); (799,57,9); (812,57,7); (916,57,5); (969,57,5); (974,57,8); (998,57,4); (9,58,9); (23,58,3); (111,58,8); (198,58,3); (249,58,6); (359,58,9); (406,58,7); (475,58,8); (519,58,6); (669,58,3); (679,58,6); (749,58,3); (905,58,4); (112,59,6); (143,59,3); (266,59,6); (349,59,5); (511,59,7); (548,59,4); (825,59,7); (896,59,7); (39,60,9); (54,60,8); (132,60,4); (137,60,4); (258,60,6); (527,60,7); (535,60,5); (617,60,8); (686,60,9); (740,60,4); (756,60,8); (863,60,4); (889,60,4); (988,60,9); (164,61,6); (175,61,9); (251,61,8); (379,61,5); (469,61,6); (833,61,6); (991,61,3); (18,62,4); (165,62,7); (195,62,5); (336,62,4); (427,62,7); (438,62,3); (470,62,5); (491,62,9); (505,62,7); (520,62,7); (563,62,7); (885,62,4); (923,62,6); (36,63,8); (237,63,4); (398,63,5); (590,63,3); (625,63,8); (636,63,5); (723,63,7); (869,63,4); (372,64,8); (452,64,9); (565,64,3); (573,64,8); (685,64,5); (781,64,6); (259,65,5); (415,65,3); (462,65,3); (558,65,6); (648,65,4); (792,65,4); (818,65,3); (906,65,8); (931,65,5); (953,65,9); (989,65,6); (25,66,3); (67,66,5); (120,66,6); (161,66,9); (215,66,5); (419,66,9); (583,66,3); (620,66,7); (778,66,8); (804,66,4); (822,66,6); (850,66,8); (886,66,9); (84,67,3); (142,67,8); (332,67,7); (401,67,4); (403,67,8); (509,67,5); (554,67,4); (702,67,9); (929,67,3); (83,68,7); (126,68,9); (279,68,8); (291,68,4); (352,68,9); (445,68,7); (488,68,3); (545,68,5); (621,68,9); (655,68,5); (659,68,9); (694,68,7); (705,68,4); (754,68,7); (179,69,6); (260,69,5); (285,69,6); (409,69,5); (549,69,5); (610,69,8); (628,69,8); (737,69,9); (815,69,9); (838,69,7); (894,69,5); (942,69,8); (952,69,3); (87,70,6); (330,70,4); (348,70,9); (733,70,8); (860,70,4); (6,71,7); (275,71,3); (344,71,8); (464,71,9); (559,71,9); (728,71,8); (796,71,3); (888,71,8); (899,71,4); (903,71,5); (990,71,7); (187,72,9); (243,72,5); (513,72,8); (582,72,9); (586,72,4); (623,72,3); (642,72,5); (672,72,9); (921,72,6); (106,73,7); (317,73,9); (521,73,7); (606,73,6); (673,73,6); (767,73,4); (817,73,4); (883,73,9); (995,73,4); (117,74,8); (148,74,7); (192,74,8); (226,74,8); (306,74,7); (547,74,7); (661,74,5); (743,74,4); (759,74,7); (125,75,5); (152,75,3); (194,75,8); (354,75,3); (437,75,5); (468,75,5); (504,75,7); (507,75,4); (540,75,9); (571,75,8); (666,75,5); (697,75,3); (715,75,4); (826,75,9); (873,75,3); (93,76,7); (100,76,4); (110,76,3); (151,76,4); (247,76,5); (271,76,4); (281,76,6); (339,76,3); (421,76,7); (516,76,8); (973,76,4); (56,77,6); (81,77,4); (150,77,7); (338,77,3); (525,77,4); (691,77,5); (949,77,4); (970,77,6); (33,78,9); (40,78,7); (256,78,9); (388,78,5); (552,78,5); (646,78,9); (852,78,5); (928,78,3); (940,78,9); (144,79,7); (201,79,5); (333,79,6); (477,79,9); (485,79,4); (492,79,7); (531,79,5); (703,79,5); (761,79,9); (846,79,7); (948,79,6); (24,80,7); (130,80,7); (138,80,9); (188,80,8); (197,80,9); (286,80,4); (308,80,6); (463,80,5); (465,80,6); (577,80,7); (592,80,7); (650,80,7); (690,80,9); (698,80,4); (721,80,5); (821,80,4); (993,80,7); (395,81,4); (487,81,7); (539,81,6); (725,81,6); (726,81,6); (766,81,4); (968,81,7); (2,82,6); (4,82,5); (43,82,4); (128,82,9); (347,82,3); (585,82,5); (693,82,7); (835,82,8); (839,82,9); (12,83,3); (21,83,8); (62,83,5); (121,83,3); (393,83,3); (735,83,9); (765,83,5); (887,83,4); (909,83,7); (959,83,9); (139,84,9); (345,84,6); (376,84,4); (510,84,9); (680,84,3); (779,84,6); (783,84,6); (881,84,8); (950,84,7); (45,85,6); (296,85,9); (382,85,4); (431,85,8); (497,85,4); (502,85,7); (522,85,5); (595,85,4); (615,85,3); (667,85,7); (770,85,7); (864,85,7); (872,85,4); (954,85,8); (10,86,4); (19,86,4); (80,86,7); (82,86,6); (185,86,7); (222,86,4); (228,86,5); (255,86,5); (272,86,8); (304,86,4); (455,86,9); (484,86,6); (496,86,6); (515,86,9); (557,86,4); (578,86,6); (588,86,4); (687,86,8); (919,86,7); (920,86,4); (191,87,4); (209,87,7); (239,87,3); (397,87,7); (416,87,7); (424,87,7); (474,87,7); (524,87,6); (768,87,5); (805,87,5); (930,87,9); (963,87,3); (3,88,7); (174,88,5); (211,88,4); (598,88,4); (637,88,3); (786,88,4); (828,88,5); (895,88,3); (934,88,6); (135,89,6); (294,89,5); (434,89,3); (439,89,8); (561,89,5); (562,89,6); (593,89,3); (769,89,3); (958,89,6); (66,90,9); (219,90,5); (220,90,8); (280,90,8); (370,90,5); (461,90,5); (744,90,4); (801,90,5); (802,90,3); (816,90,8); (841,90,4); (901,90,4); (918,90,9); (51,91,9); (127,91,3); (172,91,5); (241,91,7); (242,91,3); (429,91,7); (436,91,3); (555,91,3); (653,91,8); (925,91,9); (985,91,3); (996,91,7); (173,92,5); (183,92,9); (282,92,6); (483,92,3); (614,92,9); (630,92,8); (675,92,7); (947,92,9); (68,93,6); (212,93,9); (444,93,3); (657,93,9); (665,93,7); (732,93,3); (751,93,7); (776,93,6); (808,93,5); (978,93,8); (30,94,3); (52,94,5); (115,94,3); (238,94,7); (394,94,4); (490,94,7); (530,94,7); (572,94,3); (787,94,7); (858,94,4); (875,94,9); (924,94,6); (939,94,7); (8,95,9); (55,95,3); (180,95,5); (246,95,9); (369,95,5); (448,95,6); (719,95,8); (861,95,3); (944,95,9); (965,95,7); (16,96,4); (72,96,7); (113,96,5); (206,96,3); (252,96,8); (269,96,4); (307,96,7); (392,96,7); (752,96,9); (755,96,6); (772,96,3); (775,96,8); (859,96,6); (962,96,4); (61,97,6); (327,97,6); (381,97,4); (386,97,9); (422,97,5); (575,97,7); (609,97,5); (643,97,3); (711,97,9); (831,97,7); (956,97,7); (101,98,5); (216,98,4); (295,98,6); (314,98,9); (328,98,7); (363,98,9); (375,98,9); (533,98,4); (689,98,5); (868,98,5); (964,98,6); (69,99,8); (78,99,3); (122,99,5); (182,99,7); (190,99,4); (329,99,9); (399,99,4); (449,99,3); (512,99,4); (745,99,6); (50,100,4); (196,100,9); (208,100,8); (217,100,8); (318,100,4); (368,100,9); (473,100,5); (493,100,4); (541,100,7); (553,100,3); (729,100,4); (824,100,6); 
Queue 1: [771,21,3/3]; (758,22,6); (377,23,8); (678,26,6); (736,29,4); (364,30,6); (119,32,4); (268,32,9); (499,34,8); (724,37,4); (622,39,6); (682,40,9); (845,43,4); (900,44,8); (189,46,3); (451,46,5); (670,47,8); 
Queue 2: [383,19,2/6]; (807,21,3); (46,23,4); (178,24,7); (663,27,8); (223,29,3); (300,29,8); (405,31,4); (654,32,9); (741,34,4); (658,36,5); (261,38,8); (404,41,6); (600,42,3); (879,43,5); (186,45,4); (411,46,6); (722,47,5); 
Queue 3: [378,19,2/9]; (171,22,7); (608,24,9); (683,26,8); (57,30,4); (602,31,9); (14,33,8); (789,34,9); (184,39,7); (699,39,3); (566,41,9); (913,44,4); (236,46,7); (791,47,8); 
Queue 4: (343,22,9); (29,26,4); (60,26,7); (313,27,7); (94,30,8); (762,32,5); (503,34,7); (146,36,8); (387,37,4); (529,39,5); (257,41,6); (603,42,6); (459,44,4); (645,45,6); (141,47,9); 
Queue 5: [890,21,1/4]; (410,23,6); (108,25,5); (423,25,9); (865,27,8); (564,30,6); (262,33,8); (48,35,8); (917,35,5); (811,37,4); (747,39,8); (284,43,4); (454,43,7); (914,44,3); (684,45,5); (644,46,9); 
Queue 6: [763,19,3/6]; (35,22,3); (412,22,4); (908,23,8); (668,27,5); (86,28,4); (837,29,7); (700,31,3); (854,32,5); (581,34,9); (177,37,3); (357,37,9); (795,40,3); (428,42,8); (607,43,8); (688,45,9); 
Queue 7: [764,19,5/8]; (479,23,9); (41,27,9); (911,27,8); (604,30,7); (38,34,3); (638,34,8); (277,36,9); (753,38,8); (640,42,3); (426,43,9); (674,44,3); (435,45,8); (466,47,7); 
Queue 8: [534,22,4/4]; (981,23,3); (15,24,4); (155,24,7); (793,26,5); (476,29,4); (276,30,6); (961,31,8); (59,33,7); (847,34,4); (712,36,8); (827,40,8); (442,41,7); (994,43,7); (70,46,7); (518,46,4); (904,47,5); 
